WATER_LEVEL_END,WATER_LEVEL_START,BARDO ŚLĄSKIE,BIERUTÓW,BOLESŁAWÓW,BOLKÓW,BORÓW,BRZEG,BRZEG DOLNY,CHWAŁKOWICE,CIESZYN,DŁUGOPOLE-ZDRÓJ,DOBROGOSZCZ,DZIERŻONIÓW,DZIEWIĘTLICE,GŁOGÓW,GŁUBCZYCE,GŁUCHOŁAZY,GOŚCIEJOWICE,GRABOWNICA,ISTEBNA-STECÓWKA,ISTEBNA-WIEŚ,JARNOŁTÓWEK,JAWOR,JEDLINA-ZDRÓJ,JELCZ-LASKOWICE,KACZORÓW,KAMIENICA,KĄTY WROCŁAWSKIE,KŁODZKO,KOPICE,KORFANTÓW II,KRUPSKI MŁYN,KUDOWA-ZDRÓJ,LĄDEK-ZDRÓJ,LEGNICA,LESZNO,LEWIN KŁODZKI,LIGOTA GÓRNA,LUBACHÓW,LUBIN,LUBOMIN,ŁABĘDY,ŁANY,MIĘDZYGÓRZE,MIĘDZYLESIE,MILICZ,MŁOTY,NAMYSŁÓW,NYSA,OBORNIKI ŚLĄSKIE,ODOLANÓW,OŁDRZYCHOWICE KŁODZKIE,OPOLE,OSETNO,OSTROSZOWICE,OSTRZESZÓW II,OTMUCHÓW,PACZKÓW,POLANICA-ZDRÓJ,POLKOWICE DOLNE,PRUDNIK,PRZEWORNO,PSZENNO,RACŁAWICE ŚLĄSKIE,ROŻNÓW,RUDNA,RYBNIK,SŁOSZÓW,SMOLICE,SREBRNA GÓRA,STARE OLESNO,STRONIE ŚLĄSKIE,STRZELIN,SUKOWICE,SZALEJÓW GÓRNY,SZCZAWNO-ZDRÓJ,ŚWIERZAWA,TARNÓW,TRZEBNICA,TWARDOCICE,WALIM,WROCŁAW-STRACHOWICE,ZIELENIEC,ZIELINA,ŹRÓDŁA
177,112,0.11000000000000001,0.22000000000000003,0.3,0.01,0.0,0.13999999999999999,1.86,0.49000000000000005,0.0,0.15,0.27999999999999997,0.27999999999999997,0.0,0.76,0.0,0.0,0.0,1.6800000000000002,0.0,0.0,0.0,0.44000000000000006,0.06999999999999999,0.16,0.0,0.39,0.0,0.49000000000000005,0.0,0.0,0.0,0.45,0.16,0.47000000000000003,0.13,0.22000000000000003,0.0,0.13999999999999999,0.47000000000000003,0.0,0.08,0.0,0.3,0.21000000000000002,2.1,0.51,0.03,0.0,1.48,0.06999999999999999,0.3,0.0,0.5599999999999999,0.65,0.0,0.0,0.0,0.19,0.64,0.0,1.03,0.33999999999999997,0.0,0.0,0.4,0.0,0.22000000000000003,1.1800000000000002,0.04,0.0,0.16999999999999998,0.09,0.0,0.0,0.22999999999999998,0.5599999999999999,0.01,1.81,0.0,0.9,1.23,0.52,0.0,0.0
186,104,0.0,1.65,0.0,0.5599999999999999,0.5700000000000001,1.1,0.55,0.0,0.0,0.0,0.62,0.25,0.08,0.0,0.0,0.06999999999999999,0.0,0.15,0.0,0.0,0.08,0.45999999999999996,0.55,1.15,0.5599999999999999,0.0,0.9400000000000001,0.0,0.0,0.0,0.13,0.0,0.0,0.4,0.0,0.0,0.05,0.72,0.38,0.52,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,1.44,0.12,0.35,1.3599999999999999,0.0,0.12,0.0,0.64,0.0,0.1,0.05,0.0,0.44000000000000006,0.0,0.7,0.6900000000000001,0.0,0.11000000000000001,0.0,0.0,0.0,1.0699999999999998,0.01,0.27999999999999997,0.0,0.97,0.0,0.0,0.52,0.64,0.67,0.12,0.35,0.48,0.35,0.0,0.12,0.0
186,99,0.5,0.06999999999999999,0.37,0.75,0.09,0.19,0.0,0.0,0.0,0.04,0.18,0.08,0.6599999999999999,0.0,0.82,1.21,0.0,0.0,0.0,0.0,1.41,0.0,0.29,0.58,0.6799999999999999,0.55,0.27,0.52,0.0,0.0,0.7,0.0,0.27,0.0,0.0,0.0,1.5,0.3,0.0,0.53,0.27999999999999997,0.0,0.25,0.2,0.0,0.03,0.02,0.8300000000000001,0.0,0.15,0.06999999999999999,1.34,0.0,0.09,0.0,0.4,0.6799999999999999,0.58,0.0,1.83,0.13999999999999999,0.21000000000000002,1.75,1.3699999999999999,0.0,1.17,0.43,0.0,0.16999999999999998,1.15,0.36,0.11000000000000001,1.6,0.0,0.26,0.0,0.64,0.0,0.25,1.49,0.0,0.08,1.02,0.0
194,110,0.62,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.74,0.54,0.0,0.0,0.16999999999999998,0.0,1.1800000000000002,0.74,0.0,0.0,0.45999999999999996,0.42000000000000004,0.95,0.0,0.02,0.0,0.0,0.6900000000000001,0.0,0.44000000000000006,0.0,0.0,0.32,0.44000000000000006,0.96,0.0,0.0,0.45999999999999996,0.06999999999999999,0.0,0.0,0.0,0.8800000000000001,0.0,0.65,0.5599999999999999,0.0,0.2,0.0,0.41,0.0,0.0,0.6599999999999999,0.0,0.0,0.0,0.0,0.27,0.3,0.55,0.0,0.5700000000000001,0.0,0.0,0.31,0.13,0.0,0.67,0.36,0.0,0.5700000000000001,0.13,0.7,0.0,0.02,0.0,0.0,0.0,0.35,0.03,0.0,0.0,0.0,0.55,0.22000000000000003,0.0
201,123,0.25,0.0,0.22000000000000003,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.0,0.0,0.8800000000000001,0.61,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.0,0.16,0.0,0.0,0.0,0.03,0.27,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.38,0.0,0.33999999999999997,0.18,0.0,0.6,0.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.2,0.0,0.33999999999999997,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000002,0.0,0.0
182,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,0.41,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.0,0.0,0.32,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,105,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
173,100,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.18,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
182,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,95,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.45,0.0,0.05,0.0,0.0,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.04,0.0,0.0,0.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.02,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0
197,95,0.0,0.0,0.03,0.0,0.0,0.0,0.77,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.02,0.0,0.0,0.5599999999999999,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.9800000000000001,0.09,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.8,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.6600000000000001,0.0,0.0,0.5700000000000001,0.0,0.0,0.0
182,98,0.0,0.9400000000000001,0.0,0.93,0.13999999999999999,0.11000000000000001,0.0,0.78,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.77,0.37,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.53,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.16,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.12,0.3,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0
169,98,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5700000000000001,0.0,0.0,0.0,0.5900000000000001,0.01,0.0,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.32999999999999996,0.0,0.0,0.0,0.03,0.9800000000000001,0.13999999999999999,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.03,0.0,0.79,0.0,0.0,0.0,0.8400000000000001,0.0,0.45,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.52,0.27999999999999997,0.0,0.43,0.0,0.0,0.0
166,94,0.0,0.36,0.0,0.82,0.2,0.39,0.0,1.54,0.0,0.0,0.08,0.45999999999999996,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.35,0.44000000000000006,0.79,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.51,0.0,0.0,0.4,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.41,0.0,0.0,1.03,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.11000000000000001,0.51,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.53,0.3,0.0,0.0,1.1099999999999999,0.35,0.0,0.0,0.0,0.0
175,92,0.0,0.0,0.0,0.03,0.0,0.0,0.8099999999999999,0.13999999999999999,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.08,0.0,0.5,0.0,0.0,0.05,0.32999999999999996,0.0,0.0,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.44000000000000006,0.62,0.01,0.02,0.0,0.44000000000000006,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.22000000000000003,0.9400000000000001,0.0,0.0,0.01,0.1,0.0,0.0,0.02,0.06999999999999999,0.0,0.73,0.22000000000000003,0.0,0.04,0.09,0.16999999999999998,0.22999999999999998,0.03,0.0,1.46,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.15,0.03,0.89,0.37,0.0,0.1,0.06999999999999999,0.08,0.0
168,94,0.06999999999999999,0.0,0.1,0.25,0.24,0.04,0.16999999999999998,0.05,0.05,0.02,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.02,0.0,0.05,0.11000000000000001,0.24,0.18,0.0,0.0,0.01,0.24,0.09,0.16999999999999998,0.06,0.18,0.0,0.05,0.18,0.05,0.0,0.0,0.06,0.04,0.2,0.08,0.0,0.0,0.24,0.78,0.03,0.04,0.06,0.05,0.0,0.0,0.0,0.25,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.22999999999999998,0.16,0.02,0.33999999999999997,0.0,0.05,0.06999999999999999,0.04,0.0,0.03,0.22999999999999998,0.0,0.21000000000000002,1.1199999999999999,0.0,0.54,0.19,0.0,0.0
147,95,0.0,1.42,0.0,0.86,1.7399999999999998,0.44000000000000006,0.02,0.0,0.0,0.0,1.35,1.77,0.0,0.0,0.0,0.06,0.0,0.0,0.16,0.55,0.06,0.0,2.2199999999999998,1.3,0.75,0.0,0.58,0.0,0.0,0.0,0.25,0.0,0.0,0.37,0.0,0.0,0.58,3.0,0.0,1.35,0.0,0.0,0.0,0.0,0.03,0.0,1.29,0.0,0.1,0.0,0.0,0.22000000000000003,0.0,1.7600000000000002,0.0,0.0,0.0,0.0,0.04,0.08,0.0,1.17,0.31,0.04,0.0,0.19,0.0,0.0,0.0,0.06999999999999999,0.0,2.0300000000000002,0.5599999999999999,0.0,1.29,0.22000000000000003,0.0,0.0,0.45,2.41,0.0,0.0,0.11000000000000001,0.0
150,98,0.0,0.0,0.08,0.12,0.01,0.0,0.0,0.0,0.24,0.18,0.01,0.0,0.85,0.02,0.21000000000000002,1.1400000000000001,0.0,0.0,0.45999999999999996,0.45,1.09,0.0,0.0,0.0,0.19,0.09,0.0,0.01,0.0,0.0,0.8300000000000001,0.13999999999999999,0.0,0.0,0.0,0.06,0.95,0.02,0.0,0.05,0.78,0.0,0.06,0.22999999999999998,0.0,0.11000000000000001,0.0,0.97,0.0,0.01,0.0,0.82,0.0,0.0,0.0,0.8300000000000001,0.93,0.0,0.0,0.9199999999999999,1.0,0.0,0.76,0.6599999999999999,0.0,0.32,0.04,0.0,0.02,0.8099999999999999,0.0,0.0,0.65,0.0,0.0,0.0,1.6199999999999999,0.0,0.01,0.02,0.0,0.16,0.95,0.0
177,97,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48,0.8699999999999999,0.0,0.0,0.0,0.04,0.72,0.0,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,1.1300000000000001,0.0,1.95,0.0,0.0,0.49000000000000005,1.22,1.51,0.0,0.0,2.06,0.0,0.0,0.0,0.0,1.1300000000000001,0.0,1.51,0.93,0.0,1.49,0.0,0.0,0.0,0.0,1.4,0.15,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.06,0.0,0.0,0.22000000000000003,0.0,0.0,0.64,2.7,0.0,3.0,0.22000000000000003,1.23,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.01,0.0
156,101,0.06999999999999999,0.0,0.05,0.0,0.0,0.0,0.0,0.31,0.4,0.02,0.0,0.0,0.0,0.5,0.21000000000000002,0.0,0.0,0.0,0.96,0.71,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.04,0.01,0.0,1.1,0.0,0.0,0.01,0.0,0.0,0.45,0.0,0.13,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,0.0,0.0
145,92,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.5,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.02,0.04,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999,0.85,0.0,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.49000000000000005,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.39,0.0,0.0,0.43,0.0,0.0,0.0
176,92,0.0,0.0,0.0,1.7399999999999998,0.06,0.0,0.9400000000000001,0.01,0.0,0.0,0.03,0.67,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.9400000000000001,1.27,0.47000000000000003,2.25,0.0,0.6599999999999999,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.0,0.0,0.0,1.21,0.6,0.5700000000000001,0.0,0.0,0.0,0.0,1.1099999999999999,0.0,0.0,0.0,0.82,0.0,0.05,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.02,0.0,0.0,0.79,0.74,0.0,1.3699999999999999,2.8600000000000003,1.6600000000000001,0.93,0.03,0.0,0.0
150,90,0.0,0.54,0.0,1.02,0.75,0.9,0.0,0.0,0.0,0.0,1.03,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.23,0.38,0.73,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0699999999999998,0.0,0.0,0.4,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.23,0.05,0.08,0.0,1.02,1.72,0.0,0.0,0.0,0.0
152,92,0.13999999999999999,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.11000000000000001,0.06,0.06,2.12,0.0,0.0,2.63,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16,1.2,0.0,0.0,0.0,1.0699999999999998,0.7,0.03,0.0,0.2,0.0,0.0,0.03,0.06,0.0,0.15,0.05,1.95,0.0,0.48,0.09,0.8,0.0,0.26,0.0,1.94,1.5699999999999998,0.02,0.0,1.44,0.02,0.0,1.46,0.61,0.0,0.15,0.95,0.0,0.03,0.48,0.0,0.06999999999999999,0.35,0.0,0.12,0.0,1.8800000000000001,0.0,0.0,0.32999999999999996,0.0,0.45,1.1099999999999999,0.0
178,94,1.98,0.0,2.25,0.0,0.0,0.03,0.0,0.0,0.13999999999999999,1.98,0.0,0.0,0.1,0.0,1.26,0.08,0.0,0.0,0.08,0.06999999999999999,0.05,0.0,0.0,0.0,0.0,2.2,0.0,3.1,0.0,0.0,0.01,1.92,2.27,0.0,0.0,2.7800000000000002,0.04,0.0,0.0,0.0,0.11000000000000001,0.0,1.8800000000000001,1.29,0.0,2.13,0.0,0.0,0.0,0.0,2.12,0.06,0.0,0.01,0.0,0.01,0.09,2.4,0.0,0.38,0.0,0.0,0.05,0.15,0.0,0.16,2.33,0.0,2.17,0.02,2.2600000000000002,0.0,0.15,0.0,0.0,0.0,0.11000000000000001,0.0,0.0,0.0,0.0,1.73,0.0,0.0
168,95,0.16,0.0,0.26,0.0,0.0,0.0,0.0,0.1,0.09,0.2,0.0,0.0,0.05,0.03,0.12,0.05,0.0,0.0,0.2,0.2,0.02,0.0,0.0,0.0,0.0,0.15,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.06999999999999999,0.0,0.19,0.0,0.04,0.0,0.0,0.2,0.0,0.03,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.03,0.0,0.04,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
179,94,0.0,0.0,0.0,0.01,0.01,0.05,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
168,92,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.3,0.0,0.0,0.0,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.22000000000000003,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.11000000000000001,0.0,0.0,0.08,0.19,0.0,0.0,0.0,0.13,0.1,0.06,0.0,0.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.03,0.0,0.0,0.05,0.0,0.05,0.0
156,92,0.02,0.04,0.25,0.18,0.22000000000000003,0.06,0.03,0.0,0.05,0.03,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.02,0.0,0.11000000000000001,0.1,0.02,0.21000000000000002,0.27999999999999997,0.24,0.05,0.0,0.0,0.0,0.0,0.08,0.49000000000000005,0.0,0.0,0.0,0.11000000000000001,0.13999999999999999,0.2,0.0,0.0,0.18,0.12,0.0,0.03,0.05,0.0,0.11000000000000001,0.03,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.26,0.0,0.22000000000000003,0.11000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.32,0.0,0.0,0.08,0.22000000000000003,0.0,0.0,0.44000000000000006,0.06,0.04,0.06999999999999999,0.0,0.0
196,90,0.0,0.0,0.0,0.15,0.16,0.06,0.0,0.0,0.0,0.0,0.19,0.16999999999999998,0.01,0.0,0.0,0.03,0.0,0.0,0.05,0.02,0.02,0.0,0.0,0.27999999999999997,0.06999999999999999,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.21000000000000002,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.12,0.16,0.04,0.0,0.1,0.0,0.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.35,0.0,0.01,0.0,0.04,0.0,0.18,0.04,0.0,0.0,0.27,0.0
189,91,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.0,0.0,0.02,0.3,0.02,0.0,0.0,0.0,0.06,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.02,0.0,1.16,0.0,0.04,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.0,0.0,0.0,0.03,0.47000000000000003,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.5,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0
175,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.9099999999999999,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
163,91,0.0,0.0,0.0,0.0,0.1,0.08,2.05,0.12,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,0.0,0.0,0.0,1.7399999999999998,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.27999999999999997,1.7100000000000002,0.0,0.0,0.0,0.0,0.0,2.3600000000000003,0.0,0.06,0.0,2.68,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.7,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.2,0.0,0.0,0.11000000000000001,1.55,0.0,3.4899999999999998,0.09,0.21000000000000002,3.2,0.0,0.0,0.0
168,91,0.0,3.18,0.0,2.18,3.38,3.6100000000000003,0.21000000000000002,0.0,0.0,0.0,3.12,4.01,0.02,0.0,0.0,0.03,0.0,0.32,0.0,0.0,0.1,0.18,4.5600000000000005,3.12,1.89,0.0,3.2299999999999995,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.2,4.93,0.11000000000000001,3.7,0.0,0.0,0.0,0.0,0.41,0.0,2.8,0.09,0.36,1.47,0.0,0.27,0.0,3.5100000000000002,0.0,0.05,0.0,0.0,0.02,0.04,3.7600000000000002,3.94,0.19,0.0,0.0,0.0,0.0,0.31,0.0,0.5599999999999999,0.0,3.16,0.09,0.0,3.72,0.03,0.08,0.25,0.9800000000000001,4.74,0.16999999999999998,0.0,0.08,0.0
